dri_field_,area_m2,annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,YEAR,eff_factor,HSG,soil_depth_mm,ksat_mean_micromps,elevation_m
13,494108.2402537737,837.7515822611251,755.886724362982,855.8488268781464,943.7039107371106,809.6087948490131,758.8356258295211,812.9861298496169,333.5918722649078,295.2257270443525,289.02609339293554,270.85128029098354,1216.560052915396,1669.2639034706576,324.92826843739334,3.21472911068363,90.84348854492494,24.74456176379972,,365.24662985922,0.814922220666051,2019,0.8849907674306511,1.0,1518.4741788443685,101.02500769860116,1796.0900390496463
14,505755.6720276143,722.3369981390777,637.0092618339714,729.7008673611265,871.98320505346,764.5154809522795,681.6835201386065,667.6084682680582,328.4530875770733,290.6779500398031,288.29998779296875,270.85747597987665,1176.6469143595252,1597.5812758472136,312.9672385303969,3.1254455700603705,95.12359868351308,25.7198062833471,,374.5232709177693,0.7939186306616803,2019,0.8849907674306511,1.0,1577.2013667682377,150.2432063511409,1776.0067861325467
15,495243.7763902867,758.3628820817582,672.068741943237,779.1442515676547,893.6116388054966,787.0323362974945,741.756860538793,692.2532718652362,333.8999999165535,295.498417171245,288.29998779296875,270.6000061035156,1171.2000010460615,1585.3999968618157,313.70999878644943,3.06575345993042,94.125,25.700000762939453,,375.0947522558493,0.7856094324228562,2019,0.8849907674306511,1.0,1559.102832517251,157.12247214042728,1775.5578569048675
16,532670.3377676263,860.6240041460037,721.4145089830091,930.5002642061626,950.7528452971296,781.840841191773,953.6726739695958,785.8685269490285,348.7000013887882,308.5962818321328,288.29998779296875,270.5857238769531,1173.800000205636,1590.8999976962805,315.9799982942641,3.050684928894043,93.5500030517578,25.13999938964844,,373.1875375496361,0.8394324512723418,2019,0.8849907674306511,5.0,1520.0,17.197354452400432,1789.1228969659396
17,488970.9255428614,826.7256849163493,742.6328616004255,847.9546948304858,906.3926042312122,800.9252401079932,825.2902319199786,808.6697961848275,331.59352498361375,293.45720815028284,288.29998779296875,270.70903077268645,1173.5064763914309,1590.5581145034969,313.39547969655126,3.0910298637218108,94.54785292805153,25.7083873374806,,376.82761379277184,0.7939996746703987,2019,0.8849907674306511,1.0,1566.304093922396,156.30467877564433,1776.1610676255016
18,522551.72969409154,856.0311991711992,719.6886298886302,936.57725977726,932.8563429163428,781.795068635069,936.5089355089352,793.7749650349652,348.7000013887882,308.5962818321328,288.29998779296875,270.5857238769531,1173.800000205636,1590.8999976962805,315.9799982942641,3.050684928894043,93.5500030517578,25.13999938964844,,373.4503493124782,0.8404163460438496,2019,0.8849907674306511,5.0,1520.0,16.59287754661154,1787.9854083789166
19,511605.6456590738,779.5733137209254,682.7501322779323,872.9242946940682,906.6483369254972,765.6445586149969,727.4669887193382,738.8413723041763,331.6382300590384,293.496771729291,288.29998779296875,270.7069176103066,1173.4617713080138,1590.4581376795888,313.40157583895257,3.090539945742729,94.53965701325022,25.708224785335744,,375.9404497450543,0.776741484222156,2019,0.8849907674306511,1.0,1561.6990656730432,156.21992250834717,1777.345052131548
20,499296.6337904927,769.663645867753,687.0167055777346,806.396156200402,904.8172721257416,793.4719704889798,722.2081371980784,697.9458260431508,328.230699386347,290.48113854422434,288.317326334259,270.8585337158576,1177.1878666016205,1598.4279142675812,312.9997982603298,3.128345813040599,95.08147830174924,25.722388112503484,,373.14103052477446,0.7883127169937263,2019,0.8849907674306511,1.0,1573.3363340011501,148.23698546981828,1775.3834450035483
21,498418.3863134924,688.3063970871519,589.7358793620817,725.7460971202523,863.4492666330233,753.4730881722525,625.4895733285578,559.7022795964986,333.69611259498464,295.31797877405813,288.30204675900444,270.5979471374798,1171.8054848274255,1586.4008989233198,313.7408908591491,3.0689188314931712,94.13787183734831,25.69691148897957,,372.49847562502976,0.7965812344124205,2019,0.8849907674306511,1.0,1537.9111650023478,157.6156372094063,1775.8626872151074
22,496116.7602497004,829.2921413358088,718.5223690677735,874.7678007754904,995.4605091990336,811.2497405930859,755.2779531429198,764.1911255529457,345.0441071025417,305.3608491421041,288.5902630082914,271.0841196256531,1190.912363974572,1625.9129449405723,324.0569285706436,3.0852986502547144,90.68995340320312,24.86200892012134,,359.5448274771199,0.978373631579782,2019,0.8849907674306511,1.0,1530.6905433953898,158.971092413683,1792.624885995622
23,498695.6004006252,792.2765018532004,729.7085095051245,835.3247394106709,916.7475784095228,769.4776746410441,685.7794908861662,796.7871754181928,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,358.80109589460005,0.8508785060129371,2019,0.8849907674306511,1.0,1559.419130377676,157.10190208817346,1795.407417471928
24,498886.8414981245,926.1727485989836,861.7167665841258,960.0850275859074,954.6334285528088,838.9780724618797,911.4225693991924,979.52230765889,330.70000022649765,292.66644698976467,288.79998779296875,271.0857238769531,1194.800001651049,1633.3999989181757,319.46999879553914,3.162191867828369,93.3000030517578,25.200000762939453,,363.1675939925285,0.8615583593602018,2019,0.8849907674306511,1.0,1601.8356249741466,105.7247769551398,1791.5956664584971
25,510719.0119634139,906.9100557740172,824.5221477507307,938.7927286814298,978.7866701360488,841.4065718879845,852.8595991275688,962.3161818944056,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,360.7860463084678,0.8478806519401572,2019,0.8849907674306511,1.0,1586.9092910984396,137.06998969518148,1793.777203529678
26,507704.2287743484,898.0419644239034,840.410603448736,936.2579080230342,973.1268947480788,829.585265753337,933.4493710406516,901.6350701541847,345.100001424551,305.4103151010321,288.5800170898437,271.0833435058594,1190.39999987185,1625.0000054985285,324.08999933488667,3.082465648651123,90.66666412353516,24.86666679382324,,361.0299017031157,0.8292183836304455,2019,0.8849907674306511,1.0,1542.6918396827455,138.24409231083598,1791.8966538742784
27,488843.750059504,748.7417167881591,655.6363036669526,787.7308683721832,804.30645948404,713.9063388674848,738.0640871421045,693.4246736328612,347.8020760109056,307.80162616286503,288.4690189877647,270.9707403635673,1179.1091871463998,1600.681330051132,320.3891217094816,3.05298614931224,89.92681052969397,25.26876157845577,,359.8556032235439,0.7535078114664515,2019,0.8849907674306511,3.0,1528.3686614111705,54.09976176992284,1793.5769316052654
28,521585.1496169952,477.72277937707247,385.0497334317161,443.8813017677686,556.1087561004766,514.8320256071833,464.0822776259313,456.042011785124,345.0293342640921,305.3477753164675,288.5929709988807,271.0843247536862,1191.0477815240592,1626.1542343310953,324.04818798591174,3.08604741101452,90.69610874696204,24.860777846673425,,358.5536732939192,0.6336139032077462,2019,0.8849907674306511,1.0,1570.964125008839,156.35073278107154,1794.1147977215076
29,512987.020842874,866.947584224542,757.3704083357987,904.9726825041216,947.5591505289364,802.5725736568457,874.2345764467165,813.031005622014,347.853841414822,307.8474380674036,288.46689252478075,270.9685831517818,1178.8928816882772,1600.2154413359883,320.3182215847799,3.052421391330263,89.91263667220022,25.276464770308568,,360.5894471567565,0.8435355664405313,2019,0.8849907674306511,5.0,1536.8548758381337,74.41415765795915,1791.1591772268907
30,472876.8977060344,736.9359977528989,730.2007715810528,740.4973602297542,562.006763351591,557.2023938502807,843.2840805516857,743.6334187460944,347.9639311202929,307.9448664403343,288.4623701668757,270.9639954002694,1178.4328639471871,1599.2246338168457,320.16743798693915,3.0512203181193183,89.88249306896707,25.292847181303102,,362.3060162322742,0.6810097646691934,2019,0.8849907674306511,3.0,1520.0052286859705,61.024001630391446,1799.252409990714
31,533815.2813887175,857.7121125274547,805.514296728771,884.7056705031373,937.2969777877048,786.9597906088475,817.0391238846929,917.8941986273932,330.70000022649765,292.66644698976467,288.79998779296875,271.0857238769531,1194.800001651049,1633.3999989181757,319.46999879553914,3.162191867828369,93.3000030517578,25.200000762939453,,362.17786132354576,0.8474350197805942,2019,0.8849907674306511,1.0,1609.637599931988,153.8344728408342,1791.7230015270438
32,535505.0897451412,468.2041965898909,411.5104889442222,450.9658432402611,502.0118213726768,473.5278988202783,504.1462530808898,457.5767426324338,345.100001424551,305.4103151010321,288.5800170898437,271.0833435058594,1190.39999987185,1625.0000054985285,324.08999933488667,3.082465648651123,90.66666412353516,24.86666679382324,,360.7179181572609,0.6365105979396944,2019,0.8849907674306511,3.0,1537.7394386939554,74.30044619514506,1796.1195104172991
33,509698.5469838152,832.3410877868683,757.2870389088085,861.8291502197063,976.7222547506246,830.3271393460951,709.1317920182149,829.751593271554,355.7117636560258,314.80162670206107,288.9210912516168,270.85857743040634,1229.4932588882164,1692.5788167010012,333.1811204035932,3.219956755893059,87.65609929208233,23.932214784201623,,365.5376235083282,0.8498642689267146,2019,0.8849907674306511,1.0,1519.3116902546956,111.3616935779702,1807.8344033744856
34,514504.6294201497,864.4229273792467,754.000131712046,920.5198937874056,991.5638890499254,860.7466966618902,753.9654229537216,826.17466070977,359.20000183582306,317.8886852857763,288.8999938964844,270.8599853515625,1231.7999967187643,1696.7000021487474,334.5299995560199,3.22219181060791,87.13333129882812,23.799999237060547,,365.3624795324943,0.7695878869864512,2019,0.8849907674306511,1.0,1519.8568654810344,113.8509051172363,1810.329253320828
35,472519.29077156377,879.9923531536073,846.2623258106867,852.3405483488204,939.2774263478752,686.2667052639426,881.558815942586,911.7538334546664,324.30000001192093,287.00250588831005,289.0,270.8800048828125,1207.9000014066696,1653.3999985903502,320.6799993198365,3.2276711463928223,93.33333587646484,25.25,,367.2131616621149,0.845834745175274,2019,0.8849907674306511,5.0,1520.7400039069717,156.24286828144713,1789.8616087552257
36,496483.11136665125,789.1836707962668,695.5299732576545,804.2579653986793,923.7320594804468,795.5157670687114,748.2441630737327,743.3229656715603,345.100001424551,305.4103151010321,288.5800170898437,271.0833435058594,1190.39999987185,1625.0000054985285,324.08999933488667,3.082465648651123,90.66666412353516,24.86666679382324,,360.2805902417089,0.8068314445353502,2019,0.8849907674306511,1.0,1546.1498836025662,107.19475599487662,1793.7598635371178
37,520068.0370534154,839.1046282067975,739.4795728610496,906.6861778877454,937.859748919102,792.4767287407215,797.8338221122541,779.3600833441852,343.5242893153064,304.01582443222526,288.56181806109026,271.0858588187765,1186.884953995877,1616.8790321936997,320.8779740286499,3.088941192291633,91.87874903042406,25.328413975463903,,362.30714490214257,0.8208918698583206,2019,0.8849907674306511,1.0,1532.5436064518958,157.78038078765778,1791.0805327527298
38,498503.1860793944,748.2063275809871,644.5759266467717,838.7210977033868,863.483937425987,714.0321515072881,775.0886802041438,579.2925424938371,354.19999903440475,313.46372896939374,288.33331298828125,271.3833312988281,1212.000001564622,1652.6000107079744,312.199999243021,3.400000095367432,93.5999984741211,27.674999237060547,,435.72520441833046,0.6823811626400881,2019,0.8849907674306511,3.0,1505.4042627960957,33.344675680014795,1765.805432261622
39,489602.1226482207,876.0780649803512,786.0887086954112,895.5320307743408,954.2436953849224,841.130602756407,838.4741406985113,853.0742846072953,330.70000022649765,292.66644698976467,288.79998779296875,271.0857238769531,1194.800001651049,1633.3999989181757,319.46999879553914,3.162191867828369,93.3000030517578,25.200000762939453,,364.0191783257589,0.8056894515378814,2019,0.8849907674306511,1.0,1593.8857036402874,152.573319799604,1791.6165476388196
40,482164.4518051342,756.403898484235,661.7477061125353,843.3196543426438,860.7761679063982,739.3019666711648,646.2758062339765,745.4643660324741,359.20000183582306,317.8886852857763,288.8999938964844,270.8599853515625,1231.7999967187643,1696.7000021487474,334.5299995560199,3.22219181060791,87.13333129882812,23.799999237060547,,361.3509978920271,0.8313578928603839,2019,0.8849907674306511,1.0,1520.121303491727,135.286271359787,1803.6437970241905
41,481200.653450085,879.669816317332,786.9422357448726,941.3736082938924,973.741375424044,851.8992506197874,801.5446472842007,891.761426639621,359.20000183582306,317.8886852857763,288.8999938964844,270.8599853515625,1231.7999967187643,1696.7000021487474,334.5299995560199,3.22219181060791,87.13333129882812,23.799999237060547,,360.4553003617178,0.8474601278275902,2019,0.8849907674306511,1.0,1523.5705175864377,143.18238361553813,1804.1283961190416
42,505357.9248638737,849.8580639624068,764.015668751542,873.3210350709677,957.585512657514,823.3746768085309,773.2740985505995,841.9403342953078,334.4000004529953,295.9409130297064,289.04998779296875,270.8499755859375,1215.399998083711,1667.3999946564436,324.93999935500324,3.20630145072937,90.85000610351562,24.739999771118164,,366.81097180476735,0.8546724177526809,2019,0.8849907674306511,1.0,1516.0362750163392,96.382822136987,1798.791690802601
43,528371.8245985565,825.3110900133431,724.6357795340242,851.4725597865131,960.955648389547,840.1092168736524,702.3790259673616,796.246710458791,334.4000004529953,295.9409130297064,289.04998779296875,270.8499755859375,1215.399998083711,1667.3999946564436,324.93999935500324,3.20630145072937,90.85000610351562,24.739999771118164,,366.8592497929129,0.8383642622119138,2019,0.8849907674306511,1.0,1519.6586678462402,93.68009632696725,1802.9194122839424
44,496876.8177545218,786.7738569158432,675.195568006203,825.3547779361415,873.7848865810328,742.2267273908785,755.3457184515325,755.4947931171937,359.7308278091934,318.3584613713197,289.1425806344262,271.23782785724285,1249.9520843882349,1722.4201425061008,347.4218789465723,3.203484485727229,83.25513847389693,22.993791999160077,,353.5709150267949,0.8116777842119741,2019,0.8849907674306511,1.0,1503.9340248969424,117.066013157113,1814.351141328091
45,506553.433903848,879.9504674649735,731.3384499986605,961.1876557100376,1021.7701134025042,837.2897211283458,837.3793618902193,748.6588925500281,339.03408841674394,300.0420380930829,288.89375468264853,271.7957971502721,1258.6691691153765,1735.0565706023451,351.70965696044,3.2198293427394757,79.79498210987614,23.173434510609503,,354.7470548701926,0.8391226380152519,2019,0.8849907674306511,5.0,1511.737201956403,87.19576189070855,1824.8186485458116
46,488770.1321498553,931.5061499830944,879.8685361432766,1011.5808034056328,962.134468174739,824.8064653810557,941.2699784376434,1002.2738918112938,329.5336014865477,291.6341948737696,289.0259025916407,270.86444435157057,1211.786337243749,1660.6544933286186,322.88743907155083,3.2165978329420915,92.04652817407744,24.985728927388863,,365.2622390134581,0.8553406555028769,2019,0.8849907674306511,1.0,1557.611114426869,156.32728523100644,1791.8479054994157
47,496100.9481887039,675.7089760612864,632.0882142408296,652.3627745083576,824.2256950515821,686.130731275511,559.1039675644369,671.7138337458812,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,358.9695487195273,0.79021632433275,2019,0.8849907674306511,1.0,1598.2419448144444,145.82899545724646,1799.11792055947
48,502448.0874323465,752.7029046090773,756.3721459586288,778.5870816365056,703.8999595261861,639.3841905121495,736.5204185657643,823.8674236090508,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,361.1998715712661,0.80964241456907,2019,0.8849907674306511,1.0,1584.7917541921163,141.72272482699566,1796.0184191075318
49,489104.5052305265,721.7485964785884,632.6142962441605,741.1968864824127,862.9479751798023,739.1610239471513,589.7666247319041,724.5588813948204,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,359.508197197956,0.826271719015167,2019,0.8849907674306511,1.0,1613.3293293557426,105.2810671835134,1798.6363318922504
50,506473.3941254873,680.6868622005322,736.19331845692,617.6896983512867,18.91396367506788,534.1627950533249,679.5036522130004,750.0098623129074,337.49310642735674,298.6782832597027,288.9685902663063,270.93138304882154,1210.8417368234914,1659.9765415114873,324.4320788721509,3.1857847834593107,90.9531068220254,24.74868216568197,,362.47201090848216,0.8099052141277084,2019,0.8849907674306511,1.0,1536.432827132865,139.79805358345467,1796.260390687715
52,484412.78477943694,567.8013688664045,544.2475040293699,593.1795755730661,626.849679937724,549.6039857181235,486.9784092944132,591.7783231106738,375.98116919638267,332.73986346657904,288.79998779296875,271.07126655414675,1217.613062432668,1671.9379842580393,331.9608504140384,3.159354344869626,87.65958375678026,23.889896320664786,,358.7396148043092,0.8219027877333287,2019,0.8849907674306511,1.0,1608.7951150556114,116.5271496417962,1800.5250264452543
53,511626.69895440544,797.3996501457725,693.574540153724,855.9813729128016,980.7585850392072,835.1914073681421,675.6989345348529,741.7403445534059,381.0999996960163,337.26998119879835,288.79998779296875,271.0666809082031,1220.1999982446432,1676.299998477101,333.3300000540912,3.161917924880981,87.0999984741211,23.75,,356.73053599589826,0.811671410552109,2019,0.8849907674306511,1.0,1603.9159756515378,148.7121114508243,1804.39199631137
55,499698.57610676246,839.1909525668547,775.9187975795429,858.0283579499857,944.0572494455616,786.1220855835335,787.8762064328624,826.6170592317867,325.41714539631107,287.9911692393754,288.99061668250874,270.85175631842463,1218.9741929103286,1672.8236562727518,321.55855477570844,3.284235674862765,92.95911392429342,24.988511547279145,,365.76942102172296,0.8398081087600319,2019,0.8849907674306511,1.0,1520.0,130.5145791218695,1791.4690853291538
56,479880.0509856834,822.2006785219528,778.6396878799014,856.1677871702806,840.0990721713674,764.3417828164312,823.3503717734868,787.086952588278,397.0866478372235,351.4180172059322,288.4002562643112,272.0996781512383,1249.4033464151748,1713.6081673918268,340.83298107510205,3.294774882360885,78.75129541299651,24.81593868899145,,352.3431284323627,0.812299912622646,2019,0.8849907674306511,1.0,1599.1427377254774,140.88106048907613,1811.8822015879125
57,484356.8138258135,885.6783374707899,829.1516214535083,936.7876728065404,970.7140774548778,837.9356125771217,844.5271643196162,829.2275022275018,397.0676090149216,351.4011680239723,288.4006305003705,272.0992103668708,1249.4081178151323,1713.6198152229704,340.83723323500686,3.2947468153256025,78.75314316338947,24.814901767631103,,351.9048747542364,0.8447008691668618,2019,0.8849907674306511,1.0,1608.1181736528504,147.62380839401038,1813.2839113183445
58,461554.6636799294,768.7114047451255,668.6249177824759,778.5508221752407,908.1292514609572,794.9836856941502,701.6173948790229,715.2941566831098,328.1999985575676,290.4539685942003,288.8666687011719,270.8599853515625,1224.2999996691942,1681.7000009566543,324.8499991390854,3.27095890045166,90.8000030517578,24.774999618530277,,367.3999681316966,0.8023588975043939,2019,0.8849907674306511,1.0,1520.0,111.44626015547657,1795.9740226201584
59,493430.20885531045,909.1751578716156,832.6940585360495,935.3753445719614,997.4670693536874,840.6540168030313,908.0841139970348,875.631574323211,328.1999985575676,290.4539685942003,288.8666687011719,270.8599853515625,1224.2999996691942,1681.7000009566543,324.8499991390854,3.27095890045166,90.8000030517578,24.774999618530277,,365.2567097346664,0.8324973248011998,2019,0.8849907674306511,1.0,1520.0,112.9716274142304,1794.9320812740248
60,508144.73208381154,845.2035664387874,789.9232639740619,880.2357166472909,928.6677226159808,777.6264677964654,820.3677090110169,865.8901752290346,325.40231269356906,287.9780424343932,288.9912773294979,270.85171245739593,1218.9458061777427,1672.776345051317,321.5410112644253,3.284306440525486,92.97062205925543,24.98964957317827,,367.1363232685012,0.7446206605057257,2019,0.8849907674306511,1.0,1520.0,106.69609925425036,1791.8186005843352
61,469152.9436496081,493.4305504141413,470.28479709407264,422.3993163203924,12.300442579302809,497.431053630096,591.17716093656,584.0289725139975,356.3999986052513,315.4107082779443,289.20001220703125,271.1000061035156,1259.600000038743,1738.500002220273,349.91999999806285,3.2347946166992188,82.70000457763672,22.600000381469727,,351.5388067861468,0.5101466472030314,2019,0.8849907674306511,5.0,1568.700842074359,138.83607126284932,1810.777027105192
62,547525.8681067879,817.8878048056079,733.2847426415989,829.5968546734384,904.6852273121508,792.3357886087099,768.1873632520518,797.6499797043774,333.55142633235675,295.1899327674648,289.02489750433,270.851345590045,1216.6181123918138,1669.3571900696054,324.9276813177885,3.2151509058531333,90.84316234824114,24.74479008654729,,366.3113576652612,0.795100761674983,2019,0.8849907674306511,1.0,1519.911580743154,104.20297474147604,1793.7509910569788
63,509060.77213817,735.7272519128675,701.3607107296322,744.5596809490592,822.9005801842309,709.5971822136557,665.95683334487,738.7755568216309,333.5999725204165,295.2328956956917,289.0263328979402,270.85126721330045,1216.5484251307462,1669.245220620755,324.9283860219936,3.214644636215372,90.84355387353324,24.74451603676419,,365.59176876008127,0.8451392288135503,2019,0.8849907674306511,1.0,1516.2368772342597,106.31054707210652,1800.5953007198543
64,513655.5405383741,839.6833972961409,750.3578151642002,867.0829475329008,942.4872671184762,833.8656411501693,730.640178849514,799.7472721225977,334.4000004529953,295.9409130297064,289.04998779296875,270.8499755859375,1215.399998083711,1667.3999946564436,324.93999935500324,3.20630145072937,90.85000610351562,24.739999771118164,,365.078304312512,0.8430503610559446,2019,0.8849907674306511,1.0,1516.670002479051,104.05326123088108,1801.471106515213
65,493740.8459204649,854.1795006916537,793.8889840370638,901.3912511253096,947.9473629317346,821.7066783040202,742.4149924247415,869.301078102013,334.4000004529953,295.9409130297064,289.04998779296875,270.8499755859375,1215.399998083711,1667.3999946564436,324.93999935500324,3.20630145072937,90.85000610351562,24.739999771118164,,363.724302237821,0.8428696098094712,2019,0.8849907674306511,1.0,1522.0230498652302,101.65855566169948,1797.3474432519977
66,499212.9691925017,885.6337380156988,787.7881474238845,943.168630326734,1017.19714048249,874.6961948993732,787.6582633966165,875.9586952388715,381.0999996960163,337.26998119879835,288.79998779296875,271.0666809082031,1220.1999982446432,1676.299998477101,333.3300000540912,3.161917924880981,87.0999984741211,23.75,,357.3990823924128,0.8440292645596379,2019,0.8849907674306511,1.0,1604.51780278047,147.88968051033282,1802.9277988145752
67,454006.0245022336,729.931763833756,641.9982244488023,777.9741558658948,860.5342482135917,738.7740865177677,664.6101439571474,675.3562461141131,356.3999986052513,315.4107082779443,289.20001220703125,271.1000061035156,1259.600000038743,1738.500002220273,349.91999999806285,3.2347946166992188,82.70000457763672,22.600000381469727,,350.5766062445123,0.7627989228509642,2019,0.8849907674306511,1.0,1559.9772947315525,149.19444470487133,1812.969504758716
68,488679.4479876996,878.4413103123356,802.088701050356,934.0084582767512,1001.5500817559516,798.42816284677,882.7106005598205,854.2917551201398,342.4999985694885,303.1093365790085,288.54998779296875,271.0874938964844,1184.6000004559755,1611.599998190999,318.7899988349527,3.0931506156921387,92.66666412353516,25.628572463989254,,365.5258344495441,0.8584649524700477,2019,0.8849907674306511,1.0,1550.777796056917,157.66413345379868,1787.114300282091
69,525225.6952176921,847.3186150313472,751.8852550375393,896.0678758481896,936.3862070744856,797.9560256972571,819.5084548104954,805.6652751618976,342.4999985694885,303.1093365790085,288.54998779296875,271.0874938964844,1184.6000004559755,1611.599998190999,318.7899988349527,3.0931506156921387,92.66666412353516,25.628572463989254,,363.2053786718549,0.8161757614901747,2019,0.8849907674306511,1.0,1544.8753862363624,158.00854330356046,1790.1442613815211
70,514665.1589520098,920.151160893343,849.0655321791953,954.4173057589364,950.8743714047012,860.0165383218501,893.2598232473425,959.588557923604,337.4651192658141,298.6535148801246,288.79998779296875,271.0930436468059,1198.1825596814951,1639.140099715727,321.4739094583409,3.1525032902438093,92.20664762120252,24.97791300220376,,363.6624200129419,0.8532368223426997,2019,0.8849907674306511,1.0,1599.873151852751,153.06445045745636,1792.1519291081695
71,512261.1715278543,755.6556514473668,655.1663599538874,785.4722160527123,870.2095072193661,747.508794195725,671.6664128354009,747.3771721081747,330.70000022649765,292.66644698976467,288.79998779296875,271.0857238769531,1194.800001651049,1633.3999989181757,319.46999879553914,3.162191867828369,93.3000030517578,25.200000762939453,,361.3771294878636,0.8521206009037282,2019,0.8849907674306511,1.0,1586.8083880728786,155.31983868784224,1791.5387853309016
72,500542.8945822364,820.3751334247215,731.2814408244427,858.1529954865871,945.916306581294,814.3576595272025,684.155070681238,839.6760149760784,359.20000183582306,317.8886852857763,288.8999938964844,270.8599853515625,1231.7999967187643,1696.7000021487474,334.5299995560199,3.22219181060791,87.13333129882812,23.799999237060547,,359.3756495268368,0.8478733571696124,2019,0.8849907674306511,1.0,1520.9015096604946,156.19045144211762,1804.906058454684
73,509278.0844294753,822.8673998169783,734.137521547596,829.2609866138885,940.5224361020668,798.8518961884696,755.0846102279256,810.2904828789715,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,360.0533751486765,0.8495985294708415,2019,0.8849907674306511,1.0,1547.2387815239974,157.88293758804676,1793.5668753890263
74,521518.9030959535,642.9160519863697,539.6156083776594,626.6866117436831,781.1010403350683,672.1078893783243,577.1468843500667,631.2113011136965,343.1219662087313,303.6597721973827,288.57516442968495,271.08600654881025,1187.5445574629475,1618.2395892884344,320.9836778276582,3.0922945136565967,91.87507211381292,25.29777807506554,,362.7811471713834,0.8010284240535445,2019,0.8849907674306511,1.0,1546.20905715953,157.96138900375112,1792.6414067939272
75,514325.6482997871,831.2639710491526,736.6890417669712,852.8075316452365,942.8696909823764,806.4880925415749,767.852838457851,830.3326555660325,341.9678645727108,302.6384029048278,288.56126181990743,271.087414075493,1185.059980808965,1612.5830933728396,318.8206641864484,3.0962641074379795,92.69522524408744,25.60924554837819,,364.7496719798268,0.8250257915682306,2019,0.8849907674306511,1.0,1587.1501196611982,155.2859579840184,1791.149554417899
76,503186.8506073771,849.6802016241949,781.4151982853327,883.9966018999205,944.7415466482817,815.9318495142494,766.3901945156497,873.4716089007602,334.4000004529953,295.9409130297064,289.04998779296875,270.8499755859375,1215.399998083711,1667.3999946564436,324.93999935500324,3.20630145072937,90.85000610351562,24.739999771118164,,366.8212021600967,0.8111371719772416,2019,0.8849907674306511,1.0,1519.9502426980102,128.76022162920242,1793.7492379772752
77,489959.3503281405,308.4946462545906,195.15279744259115,249.1776414760409,416.6583830662779,409.2652869342064,326.04638069112,331.51485000663695,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,359.38408773383776,0.3879526710646795,2019,0.8849907674306511,1.0,1545.2897185257793,158.02121286477347,1794.5468442360018
78,507471.1176464944,850.9881256840816,799.7213593528926,865.2044582076404,910.352167133061,785.0238607544239,796.0863130355857,911.4183987826692,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,360.0186351545751,0.842548598436968,2019,0.8849907674306511,1.0,1575.1280612128448,141.67216373991138,1795.1776181958933
79,522538.4751924505,784.0446916653701,681.9614231626994,802.3011047144854,897.8408421336544,786.2445308853275,692.0396763653342,805.7165292256623,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,,360.58798903117497,0.8339205651847814,2019,0.8849907674306511,1.0,1603.6338051450982,128.71084779254534,1797.184972327545
80,510432.9485534853,774.4893746979178,676.8357101504697,791.302724177674,888.7866495275218,792.3077433781081,667.0022307557477,781.9425739734538,337.43350955306124,298.6255405761833,288.97015860512295,270.92981451855667,1210.929563792752,1660.1195739867997,324.4418653047591,3.1861800913635294,90.95112031376736,24.748514876367693,,362.0508437862649,0.8366509213023199,2019,0.8849907674306511,1.0,1524.5118668070384,153.6484173924189,1798.122655528546
