dri_field_,area_m2,annual_et_mm,annual_precip_mm,annual_precip_eff_mm,YEAR,eff_factor
40,482164.4518051342,790.6485348356047,183.70000115036964,178.59090129936683,2018,0.9721878071910262
41,481200.653450085,869.9775467658325,183.70000115036964,178.59090129936683,2018,0.9721878071910262
42,505357.9248638737,790.8925985130502,174.50000044703484,169.6467727894359,2018,0.9721878071910262
43,528371.8245985565,713.786010469055,174.50000044703484,169.6467727894359,2018,0.9721878071910262
44,496876.8177545218,881.4501400697885,212.71309342169965,206.79707585446272,2018,0.9721878071910262
45,506553.433903848,822.3946208042008,235.0829779484036,228.54480483959304,2018,0.9721878071910262
46,488770.1321498553,932.8591961509256,175.51182630099763,170.63045754765574,2018,0.9721878071910262
47,496100.9481887039,574.1982962586537,180.90000015497208,175.8687744715186,2018,0.9721878071910262
48,502448.0874323465,228.569637800372,180.90000015497208,175.8687744715186,2018,0.9721878071910262
49,489104.5052305265,723.005614085647,180.90000015497208,175.8687744715186,2018,0.9721878071910262
50,506473.3941254873,833.3131699068348,176.58377703450194,171.67259498068,2018,0.9721878071910262
52,484412.78477943694,227.19931388789408,192.28364154653968,186.9358118338374,2018,0.9721878071910262
53,511626.69895440544,820.4800265041082,194.1000008881092,188.70165423918712,2018,0.9721878071910262
55,499698.57610676246,783.0736547595803,175.1757625596899,170.30374047592113,2018,0.9721878071910262
56,479880.0509856834,846.9817929942608,233.49137637428888,226.99746919533064,2018,0.9721878071910262
57,484356.8138258135,811.8946209323567,233.47907364437225,226.98550863131047,2018,0.9721878071910262
58,461554.6636799294,772.132029598309,174.59999930858612,169.74399046336902,2018,0.9721878071910262
59,493430.20885531045,614.8485146340125,174.59999930858612,169.74399046336902,2018,0.9721878071910262
60,508144.73208381154,828.7200494864705,175.17883139755455,170.30672396267548,2018,0.9721878071910262
61,469152.9436496081,673.5371801397437,207.19999927282333,201.43731294302836,2018,0.9721878071910262
62,547525.8681067879,700.3469314007939,174.5136869664001,169.66007865668448,2018,0.9721878071910262
63,509060.77213817,679.4872502089913,174.5129039725202,169.6593174395813,2018,0.9721878071910262
64,513655.5405383741,648.1055095996998,174.50000044703484,169.6467727894359,2018,0.9721878071910262
65,493740.8459204649,869.019289462705,174.50000044703484,169.6467727894359,2018,0.9721878071910262
66,499212.9691925017,818.9106711208891,194.1000008881092,188.70165423918712,2018,0.9721878071910262
